Booking #,Sex,Race,Age,Book Date,,Release Date,Length of Stay,County Code,Release Authority,Offense Code,Offense Description,,
2025-00671,M,B,21,3/18/2025  7:40:00 PM,,6/13/2025  2:37:00 PM,86.79,137,JUDGE,WPN5281F5,WEAPONS FALSE STATEMENTS ON CONSENT FORM,,
2025-00672,M,W,37,3/18/2025  10:05:00 PM,,3/19/2025  9:46:00 AM,1.00,179,JUDGE,ASL1316F6,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER - 3RD/SUBSQNT CONVICT.,,
2025-00672,M,W,37,3/18/2025  10:05:00 PM,,3/19/2025  9:46:00 AM,1.00,179,JUDGE,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00672,M,W,37,3/18/2025  10:05:00 PM,,3/19/2025  9:46:00 AM,1.00,179,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00674,M,B,30,3/19/2025  8:00:00 AM,,3/31/2025  3:40:00 PM,12.32,137,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00674,M,B,30,3/19/2025  8:00:00 AM,,3/31/2025  3:40:00 PM,12.32,137,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00680,M,W,31,3/19/2025  8:00:00 AM,,3/19/2025  1:40:00 PM,1.00,137,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00673,F,W,46,3/19/2025  8:06:00 AM,,3/19/2025  9:13:00 AM,1.00,079,BOND,DWI5462M1,"DWI - FIRST CONVICTION, INFLUENCE OF DRUGS",,
2025-00675,M,W,29,3/19/2025  9:00:00 AM,,5/5/2025  7:56:00 AM,46.96,047,JUDGE,ASL1342F6,ASSAULT SIMPLE ASSAULT ON LAW ENFORCEMENT - DOC - FIRE/RESCUE PERSONNEL,,
2025-00675,M,W,29,3/19/2025  9:00:00 AM,,5/5/2025  7:56:00 AM,46.96,047,JUDGE,FTA5019F6,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR FELONY OFFENSE,,
2025-00675,M,W,29,3/19/2025  9:00:00 AM,,5/5/2025  7:56:00 AM,46.96,047,JUDGE,JUS4828M1,"JUS-RESISTING ARREST,OBSTRUCTING JUSTICE BY THREATS/FORCE",,
2025-00676,M,B,43,3/19/2025  9:00:00 AM,,,287.62,047,,BUR2206F5,BURGLARY POSSESSION OF BURGLARIOUS TOOLS,,
2025-00676,M,B,43,3/19/2025  9:00:00 AM,,,287.62,047,,LAR2359F9,LARCENY $1000 OR MORE NOT FROM PERSON,,
2025-00676,M,B,43,3/19/2025  9:00:00 AM,,,287.62,047,,VAN2956F6,"VANDALISM, DAMAGE PROPERTY INTENTIONALLY - DAMAGE/DESTROY ANY PROPERTY OR MONUMENT >=$1000",,
2025-00676,M,B,43,3/19/2025  9:00:00 AM,,,287.62,047,,VIO5320F6,VIOLENT ACTIVITIES WEARING OF MASKS OR HOODS IN CERTAIN PLACES,,
2025-00677,M,W,44,3/19/2025  9:00:00 AM,,3/26/2025  3:24:00 PM,7.27,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00678,M,W,22,3/19/2025  9:00:00 AM,,8/14/2025  10:25:00 AM,148.06,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00679,M,B,36,3/19/2025  9:00:00 AM,,7/17/2025  8:00:00 AM,119.96,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00681,M,W,20,3/19/2025  9:00:00 AM,,4/18/2025  3:45:00 PM,30.28,047,JUDGE,OBS3730F6,OBS-PROCURE MINOR FOR OBSCENE MATERIAL BY COMMUNICATION SYSTEM,,
2025-00681,M,W,20,3/19/2025  9:00:00 AM,,4/18/2025  3:45:00 PM,30.28,047,JUDGE,RAP1122M1,SEXUAL ASSAULT BATTERY - SEXUAL,,
2025-00681,M,W,20,3/19/2025  9:00:00 AM,,4/18/2025  3:45:00 PM,30.28,047,JUDGE,RAP1124F4,SEXUAL ASSAULT AGE OF VICTIM 13 - 14,,
2025-00682,M,B,38,3/19/2025  9:00:00 AM,,12/18/2025  6:20:00 AM,273.89,047,DOC,FTA5020M1,FAILURE TO APPEAR FAIL TO APPEAR IN COURT FOR MISDEMEANOR OFFENSE,,
2025-00682,M,B,38,3/19/2025  9:00:00 AM,,12/18/2025  6:20:00 AM,273.89,047,DOC,NAR3022F5,NARCOTICS POSSESSION,,
2025-00682,M,B,38,3/19/2025  9:00:00 AM,,12/18/2025  6:20:00 AM,273.89,047,DOC,PRI3261F5,PRISONERS POSSESS - SELL - SECRETE SCH. III DRUG OR MARIJUANA,,
2025-00683,M,W,31,3/19/2025  9:00:00 AM,,4/21/2025  4:05:00 PM,33.30,047,JUDGE,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-00683,M,W,31,3/19/2025  9:00:00 AM,,4/21/2025  4:05:00 PM,33.30,047,JUDGE,FRD2505M1,FRD-OBTAIN IDENTIFYING INFO TO AVOID ARREST OR IMPEDE INVESTIG,,
2025-00684,M,W,38,3/19/2025  9:00:00 AM,,10/12/2025  8:00:00 AM,206.96,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00685,M,B,21,3/19/2025  9:00:00 AM,,6/6/2025  8:00:00 AM,78.96,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00685,M,B,21,3/19/2025  9:00:00 AM,,6/6/2025  8:00:00 AM,78.96,047,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00686,M,W,23,3/19/2025  9:00:00 AM,,3/22/2025  12:52:00 PM,3.16,047,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00686,M,W,23,3/19/2025  9:00:00 AM,,3/22/2025  12:52:00 PM,3.16,047,BOND,VAN2919M2,VAN-DAMAGE PHONE LINE OR INTERCEPT MESSAGE,,
2025-00687,M,B,28,3/19/2025  9:00:00 AM,,8/7/2025  2:48:00 PM,141.24,047,SENTENCE SERVED,LIC6809M1,TRAFFIC - LICENSE REVOKED - DRIVING WHILE (FIRST OFFENSE),,
2025-00687,M,B,28,3/19/2025  9:00:00 AM,,8/7/2025  2:48:00 PM,141.24,047,SENTENCE SERVED,NAR3022F5,NARCOTICS POSSESSION,,
2025-00687,M,B,28,3/19/2025  9:00:00 AM,,8/7/2025  2:48:00 PM,141.24,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00688,M,W,64,3/19/2025  9:00:00 AM,,6/5/2025  8:45:00 PM,78.49,047,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00689,M,B,68,3/19/2025  9:00:00 AM,,8/13/2025  8:00:00 AM,146.96,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00689,M,B,68,3/19/2025  9:00:00 AM,,8/13/2025  8:00:00 AM,146.96,047,SENTENCE SERVED,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00690,M,W,59,3/19/2025  9:00:00 AM,,5/7/2025  7:17:00 AM,48.93,047,JUDGE,DWI5447S9,TRAFFIC-DRIVING WHILE INTOXICATED-2ND WITHIN 5 TO 10 YRS.,,
2025-00690,M,W,59,3/19/2025  9:00:00 AM,,5/7/2025  7:17:00 AM,48.93,047,JUDGE,DWI5450F6,TRAFFIC-DRIVING WHILE INTOXICATED-3RD WITHIN 5 YEARS,,
2025-00691,M,B,44,3/19/2025  12:20:00 PM,,8/11/2025  4:00:00 PM,145.15,881,WRIT OF HABEAS CORPUS,PRI9905S9,PRISONERS FEDERAL - FELONY,,
2025-00692,M,W,47,3/19/2025  12:20:00 PM,,5/28/2025  1:07:00 PM,70.03,079,JUDGE,NAR3045F9,"SALE, ETC FOR PROFIT SCHEDULE I OR II DRUGS",,
2025-00692,M,W,47,3/19/2025  12:20:00 PM,,5/28/2025  1:07:00 PM,70.03,079,JUDGE,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-00692,M,W,47,3/19/2025  12:20:00 PM,,5/28/2025  1:07:00 PM,70.03,079,JUDGE,WPN5303F6,WPN-POSSESS SCHEDULE I/II DRUG W/POSSESSING FIREARM,,
2025-00693,F,B,31,3/19/2025  2:05:00 PM,,4/2/2025  12:12:00 PM,13.92,137,BOND,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00694,F,B,37,3/19/2025  2:05:00 PM,,5/13/2025  8:49:00 AM,54.78,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00695,M,B,65,3/19/2025  3:17:00 PM,,5/17/2025  8:00:00 AM,58.70,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00696,M,W,40,3/19/2025  7:10:00 PM,,3/28/2025  11:25:00 AM,8.68,137,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00697,F,W,28,3/20/2025  12:33:00 AM,,3/21/2025  9:15:00 AM,1.36,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00698,M,W,36,3/20/2025  2:29:00 AM,,4/2/2025  12:23:00 PM,13.41,109,JUDGE,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-00698,M,W,36,3/20/2025  2:29:00 AM,,4/2/2025  12:23:00 PM,13.41,109,JUDGE,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00698,M,W,36,3/20/2025  2:29:00 AM,,4/2/2025  12:23:00 PM,13.41,109,JUDGE,RAP1129F9,SEXUAL ASSAULT INTERCOURSE WITH VICTIM BY FORCE - THREAT OR INTIMIDATION,,
2025-00699,M,B,25,3/20/2025  2:40:00 AM,,6/9/2025  10:43:00 AM,81.34,137,JUDGE,FRD2741M1,FRAUD FALSE PRETENSES - OBTAINING MONEY BY - <$1000,,
2025-00699,M,B,25,3/20/2025  2:40:00 AM,,6/9/2025  10:43:00 AM,81.34,137,JUDGE,ROB1239F6,ROBBERY BY THREAT NO DEADLY WEAPON,,
2025-00700,M,B,28,3/20/2025  12:41:00 PM,,4/3/2025  4:18:00 PM,14.15,137,SENTENCE SERVED,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-00701,M,B,57,3/20/2025  2:48:00 PM,,3/21/2025  1:14:00 PM,1.00,179,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00702,M,W,41,3/20/2025  4:34:00 PM,,3/26/2025  9:12:00 PM,6.19,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00703,M,W,53,3/20/2025  4:50:00 PM,,4/11/2025  2:26:00 PM,21.90,139,BOND,BND9975S9,BND - VIOLATIONS OF CONDITIONS OF RELEASE,,
2025-00704,F,W,56,3/20/2025  4:50:00 PM,,4/3/2025  9:57:00 AM,13.71,139,JUDGE,NAR3043F9,NARCOTICS POSSESSION W/INTENT TO SELL - DISTRIBUTE - ETC.,,
2025-00704,F,W,56,3/20/2025  4:50:00 PM,,4/3/2025  9:57:00 AM,13.71,139,JUDGE,WPN5291F6,"WPN-CONVICTED FELON (NON-VIOLENT>10YRS.) POSSESS/TRANSP. FIREARM, ETC.",,
2025-00705,M,W,63,3/20/2025  4:50:00 PM,,4/8/2025  8:00:00 AM,18.63,139,SENTENCE SERVED,DWI5445S9,"DWI-SECOND CONVICTION WITHIN 10 YEARS,BLOOD ALCOHOL LEVEL .15 TO .20",,
2025-00706,F,I,54,3/20/2025  4:50:00 PM,,4/3/2025  9:57:00 AM,13.71,139,JUDGE,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00706,F,I,54,3/20/2025  4:50:00 PM,,4/3/2025  9:57:00 AM,13.71,139,JUDGE,DES3237M1,DESERTION AND NONSUPPORT FAIL TO COMPLY WITH SUPPORT OBLIGATION - PAYROLL DEDUCTION,,
2025-00707,M,W,50,3/20/2025  8:27:00 PM,,5/4/2025  4:57:00 PM,44.85,109,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00707,M,W,50,3/20/2025  8:27:00 PM,,5/4/2025  4:57:00 PM,44.85,109,BOND,ASL1351F6,SUFFICATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,ASL1358M1,ASL-1ST OFFENDER VIOL;SIMPLE ASSAULT AGAINST FAM. MEMBER,,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,COM2997M1,"COM - COERCE, INTIMIDATE OR HARASS PERSON BY COMPUTER",,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,EXT2106F6,"EXT-THREAT BY LETTER,COMMUNICATION,OR ELECTRONIC MESSAGE",,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,PRT5007M1,PROTECTIVE ORDERS VIOLATION OF A PROTECTIVE ORDER,,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,STK2109M1,"STALKING WITH INTENT TO CAUSE FEAR, ASSAULT OR INJURY",,
2025-00708,M,W,20,3/20/2025  9:05:00 PM,,12/21/2025  8:00:00 AM,275.45,137,SENTENCE SERVED,TEL3245M1,TELEPHONE ABUSIVE - PROFANE - THREATENING CALLS ON PHONE - C.B. RADIO,,
2025-00709,M,W,24,3/20/2025  9:25:00 PM,,3/21/2025  1:06:00 PM,1.00,137,BOND,DWI5444M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL > .20,,
2025-00710,M,W,37,3/21/2025  12:15:00 AM,,3/25/2025  2:26:00 PM,4.59,137,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00711,M,W,36,3/21/2025  5:15:00 AM,,7/2/2025  7:36:00 AM,103.10,137,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00711,M,W,36,3/21/2025  5:15:00 AM,,7/2/2025  7:36:00 AM,103.10,137,JUDGE,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
2025-00711,M,W,36,3/21/2025  5:15:00 AM,,7/2/2025  7:36:00 AM,103.10,137,JUDGE,WPN5303F6,WPN-POSSESS SCHEDULE I/II DRUG W/POSSESSING FIREARM,,
2025-00712,M,B,50,3/21/2025  8:18:00 AM,,4/30/2025  7:08:00 AM,39.95,137,JUDGE,ASL1335F6,ASSAULT STAB - CUT - WOUND WITHOUT MALICIOUS INTENT,,
2025-00712,M,B,50,3/21/2025  8:18:00 AM,,4/30/2025  7:08:00 AM,39.95,137,JUDGE,PRI3897S9,PRI - FAIL TO REPORT TO JAIL AT TIMES SPECIFIED BY THE COURT,,
2025-00713,F,W,39,3/21/2025  9:55:00 AM,,3/27/2025  3:28:00 PM,6.23,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00713,F,W,39,3/21/2025  9:55:00 AM,,3/27/2025  3:28:00 PM,6.23,047,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00714,M,B,30,3/21/2025  10:00:00 AM,,3/23/2025  10:00:00 AM,2.00,113,SENTENCE SERVED,REC6648M1,TRAFFIC - RECKLESS DRIVING SPEED OVER 80 MPH,,
2025-00715,M,W,46,3/21/2025  12:29:00 PM,,3/24/2025  2:20:00 PM,3.08,109,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00715,M,W,46,3/21/2025  12:29:00 PM,,3/24/2025  2:20:00 PM,3.08,109,JUDGE,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00716,M,B,35,3/21/2025  12:35:00 PM,,7/21/2025  8:00:00 AM,121.81,079,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00717,F,B,30,3/21/2025  1:43:00 PM,,10/7/2025  8:00:00 AM,199.76,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00720,M,B,62,3/21/2025  6:00:00 PM,,3/23/2025  6:00:00 PM,2.00,109,SENTENCE SERVED,LAR2337M1,"SHOPLIFT, ALTER PRICE TAGS <$1000 (FIRST TIME)",,
2025-00718,F,W,53,3/21/2025  7:00:00 PM,,3/21/2025  7:01:00 PM,1.00,065,SENTENCE SERVED,SSV4853M9,SUSPENDED SENTENCE VIOLATION - MISDEMEANOR,,
2025-00721,F,W,59,3/21/2025  7:00:00 PM,,3/22/2025  7:00:00 PM,1.00,065,SENTENCE SERVED,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00723,M,W,37,3/22/2025  12:08:00 AM,,3/26/2025  9:45:00 AM,4.40,065,JUDGE,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00723,M,W,37,3/22/2025  12:08:00 AM,,3/26/2025  9:45:00 AM,4.40,065,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00724,M,W,43,3/22/2025  2:14:00 AM,,3/22/2025  10:43:00 AM,1.00,113,BOND,DWI5447S9,TRAFFIC-DRIVING WHILE INTOXICATED-2ND WITHIN 5 TO 10 YRS.,,
2025-00725,M,W,53,3/22/2025  9:07:00 PM,,3/26/2025  6:00:00 PM,3.87,137,BOND,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00725,M,W,53,3/22/2025  9:07:00 PM,,3/26/2025  6:00:00 PM,3.87,137,BOND,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00725,M,W,53,3/22/2025  9:07:00 PM,,3/26/2025  6:00:00 PM,3.87,137,BOND,ASL1334F3,ASSAULT STAB - CUT - WOUND WITH MALICIOUS INTENT,,
2025-00726,M,W,38,3/22/2025  9:55:00 PM,,3/22/2025  11:05:00 PM,1.00,079,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00727,M,W,66,3/23/2025  5:10:00 AM,,3/23/2025  8:45:00 AM,1.00,113,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00728,M,W,49,3/23/2025  7:46:00 AM,,3/23/2025  1:27:00 PM,1.00,079,BOND,DWI5413M1,DRIVING WHILE INTOXICATED - FIRST CONVICTION,,
2025-00731,M,W,39,3/23/2025  11:57:00 AM,,4/25/2025  9:20:00 PM,33.39,047,SENTENCE SERVED,ASL1313M1,ASSAULT SIMPLE ASSAULT,,
2025-00731,M,W,39,3/23/2025  11:57:00 AM,,4/25/2025  9:20:00 PM,33.39,047,SENTENCE SERVED,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00731,M,W,39,3/23/2025  11:57:00 AM,,4/25/2025  9:20:00 PM,33.39,047,SENTENCE SERVED,SSV4853M9,SUSPENDED SENTENCE VIOLATION - MISDEMEANOR,,
2025-00729,M,W,45,3/23/2025  6:11:00 PM,,3/24/2025  6:07:00 AM,1.00,113,BOND,OBS3712M4,"DRUNK IN PUBLIC, INTOX. FROM DRUG",,
2025-00730,F,W,49,3/23/2025  10:30:00 PM,,3/24/2025  1:35:00 AM,1.00,137,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00732,M,W,46,3/24/2025  11:07:00 AM,,3/25/2025  2:26:00 PM,1.14,047,JUDGE,CON3283S9,"DISOBEDIENCE/RESISTANCE OF AN OFFICER OF THE COURT, ETC.",,
2025-00733,M,B,43,3/24/2025  11:29:00 AM,,3/27/2025  1:47:00 PM,3.10,079,SENTENCE SERVED,ASL1315M1,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER,,
2025-00733,M,B,43,3/24/2025  11:29:00 AM,,3/27/2025  1:47:00 PM,3.10,079,SENTENCE SERVED,ASL1358M1,ASL-1ST OFFENDER VIOL;SIMPLE ASSAULT AGAINST FAM. MEMBER,,
2025-00734,M,B,36,3/24/2025  1:15:00 PM,,8/13/2025  6:50:00 AM,141.73,109,DOC,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00735,M,W,43,3/24/2025  2:07:00 PM,,3/25/2025  8:25:00 PM,1.26,113,BOND,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00735,M,W,43,3/24/2025  2:07:00 PM,,3/25/2025  8:25:00 PM,1.26,113,BOND,PRB4851M9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - MISDEMEANOR",,
2025-00736,M,W,33,3/24/2025  4:31:00 PM,,3/24/2025  7:37:00 PM,1.00,113,BOND,LAR2366M1,LARCENY LESS THAN $1000 NOT FROM PERSON,,
2025-00736,M,W,33,3/24/2025  4:31:00 PM,,3/24/2025  7:37:00 PM,1.00,113,BOND,TRS5709M1,TRESPASS AFTER BEING FORBIDDEN TO DO SO,,
2025-00737,M,W,37,3/25/2025  12:08:00 AM,,3/28/2025  6:49:00 AM,3.28,161,JUDGE,NAR3022F5,NARCOTICS POSSESSION,,
2025-00738,M,B,57,3/25/2025  7:50:00 AM,,3/26/2025  9:50:00 PM,1.58,113,BOND,DWI5443M1,TRAFFIC - DRIVING WHILE INTOXICATED - FIRST - LEVEL.15 TO .20,,
2025-00739,M,W,28,3/25/2025  9:17:00 AM,,7/15/2025  11:29:00 AM,112.09,047,JUDGE,ASL1316F6,ASSAULT SIMPLE ASSAULT - AGAINST FAMILY MEMBER - 3RD/SUBSQNT CONVICT.,,
2025-00739,M,W,28,3/25/2025  9:17:00 AM,,7/15/2025  11:29:00 AM,112.09,047,JUDGE,ASL1347F6,ASL-STRANGULATION RESULTING IN WOUNDING OR BODILY INJURY,,
2025-00739,M,W,28,3/25/2025  9:17:00 AM,,7/15/2025  11:29:00 AM,112.09,047,JUDGE,KID1010F5,KIDNAPPING ABDUCT BY FORCE WITHOUT JUSTIFICATION,,
2025-00739,M,W,28,3/25/2025  9:17:00 AM,,7/15/2025  11:29:00 AM,112.09,047,JUDGE,PRB4850F9,"PAROLE, PROBATION, SUPERVISION VIOLATION PROBATION VIOLATION - FELONY",,
2025-00739,M,W,28,3/25/2025  9:17:00 AM,,7/15/2025  11:29:00 AM,112.09,047,JUDGE,VAN2919M2,VAN-DAMAGE PHONE LINE OR INTERCEPT MESSAGE,,
2025-00740,M,W,40,3/25/2025  9:24:00 AM,,3/28/2025  8:00:00 AM,2.94,137,SENTENCE SERVED,CON5035S9,"FAIL TO APPEAR AFTER CHARGED W/ FELONY/MISD., OR RELEASED ON SUMMONS",,
2025-00740,M,W,40,3/25/2025  9:24:00 AM,,3/28/2025  8:00:00 AM,2.94,137,SENTENCE SERVED,DWI5447S9,TRAFFIC-DRIVING WHILE INTOXICATED-2ND WITHIN 5 TO 10 YRS.,,
2025-00742,M,B,41,3/25/2025  12:14:00 PM,,10/16/2025  2:49:00 PM,205.11,137,JUDGE,NAR3032F5,"SELL, DISTRIBUTE, PWI, ETC. MARIJUANA- > 1 OUNCE TO < 5 LBS",,
2025-00742,M,B,41,3/25/2025  12:14:00 PM,,10/16/2025  2:49:00 PM,205.11,137,JUDGE,NAR3045C9,NAR-CONSPIRACY/SALE FOR PROFIT,,
2025-00742,M,B,41,3/25/2025  12:14:00 PM,,10/16/2025  2:49:00 PM,205.11,137,JUDGE,NAR3145F9,"NAR-COCAINE MIXTURE ETC., DISTRIBUTE ETC., 500 G. OR MORE",,
2025-00742,M,B,41,3/25/2025  12:14:00 PM,,10/16/2025  2:49:00 PM,205.11,137,JUDGE,WPN5278F6,WEAPONS SELL 1 LB. OR MORE MARIJUANA WHILE POSSESSING FIREARM,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,JUS4834M1,"FALSE EMERGENCY COMMUNICATION, RESULTS IN A RESPONSE",,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,LAR2817F6,LARCENY RECEIVE STOLEN FIREARM,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,NAR3024M2,NARCOTICS POSSESS - SCHEDULE IV,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,NAR3038F9,NARCOTICS SELL - POSS. W/INTENT - DISTRIB. ETC.- SUBSEQUENT CONVICTION,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,REC6625M1,TRAFFIC - RECKLESS DRIVING ENDANGER LIFE OR LIMB,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,REC6646M1,TRAFFIC - RECKLESS DRIVING 20 MPH OR MORE OVER SPEED LIMIT -LIMIT IS 30 MPH OR LESS,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,WPN5257F6,WEAPONS SELL SCHEDULE I OR II DRUG WHILE POSSESSING FIREARM,,
2025-00743,M,B,36,3/25/2025  12:14:00 PM,,3/26/2025  7:17:00 AM,1.00,079,JUDGE,WPN5297F6,"WEAPONS CONVICTED FELON (NON-VIOLENT) POSSESS/TRANSPORT FIREARM, TASER, ETC.",,
